Data de emissão	Pedido	Razão social (Nome) - Cliente (Pedido)	Item	Descrição do item	Subgrupo (Código) - Item	Descrição - Família de itens (Item)	Qtde. solicitada	Qtde. cancelada	Qtde. faturada	Valor unitário	Data de previsão de faturamento - Pedido	Impostos dos itens dos pedidos - Valor ICMS destinatário	Valor do ICMS - Impostos dos itens dos pedidos	Valor do PIS - Impostos dos itens dos pedidos	Valor de COFINS - Impostos dos itens dos pedidos	Preço de custo - Item	Custo de matéria-prima - Item	Item - Gastos gerais de fabricação	Custo da mão de obra - Item	Cliente - Estado (Sigla)	Representante - Razão social (Representante)	Cliente - Data de cadastro	Família de clientes
27/02/2026	66799	COMAGIL MOVEIS LTDA	600131.0021	MESA HERBIE - 800 BR 9010 FM	17	HERBIE	2,0000	0,0000	0,0000	931,2936	24/04/2026	0,00	226,78	27,44	126,39	0,000000	155,4985	186,3350	262,5385	PR	AGAVE MOVEIS E DECORACOES LTDA	27/02/2026	REVENDA DE MÓVEIS CORPORATIVO
27/02/2026	66799	COMAGIL MOVEIS LTDA	600416.0007	BANCO OBLIQUE C PR 9005 FM	21	OBLIQUE	5,0000	0,0000	0,0000	1454,5094	24/04/2026	0,00	885,48	107,14	493,51	0,000000	222,5345	237,2400	131,8490	PR	AGAVE MOVEIS E DECORACOES LTDA	27/02/2026	REVENDA DE MÓVEIS CORPORATIVO
27/02/2026	66799	COMAGIL MOVEIS LTDA	600416.0008	BANCO OBLIQUE C VD 6029 FM	21	OBLIQUE	2,0000	0,0000	0,0000	1454,5094	24/04/2026	0,00	354,19	42,86	197,40	0,000000	222,5345	237,2400	131,8490	PR	AGAVE MOVEIS E DECORACOES LTDA	27/02/2026	REVENDA DE MÓVEIS CORPORATIVO
27/02/2026	66799	COMAGIL MOVEIS LTDA	100507.0098	CADEIRA NINA E-COAT PR R9005 FOSC MICR	11	NINA	3,0000	0,0000	0,0000	209,0941	24/04/2026	0,00	76,38	9,24	42,57	0,000000	66,8269	43,3630	31,6450	PR	AGAVE MOVEIS E DECORACOES LTDA	27/02/2026	REVENDA DE MÓVEIS CORPORATIVO
27/02/2026	66797	A ZILIOTTO COMERCIO DE MOVEIS PARA ESCRITORIO LTDA	401114	APOIA BRACO REGULAVEL ESQUERDO SLIM PP	31	OUTROS	2,0000	0,0000	2,0000	49,4574	12/03/2026	0,00	11,87	1,44	6,62	0,000000	15,9720	0,0000	0,0000	SC	VENDEDOR INTERNO - 3	16/02/2015	INDUSTRIA DE MÓVEIS CORPORATIV
27/02/2026	66797	A ZILIOTTO COMERCIO DE MOVEIS PARA ESCRITORIO LTDA	401113	APOIA BRACO REGULAVEL DIREITO SLIM PP	31	OUTROS	2,0000	0,0000	2,0000	49,4575	12/03/2026	0,00	11,87	1,44	6,62	0,000000	15,9720	0,0000	0,0000	SC	VENDEDOR INTERNO - 3	16/02/2015	INDUSTRIA DE MÓVEIS CORPORATIV
02/03/2026	66802	LEGNA REPRESENTACAO COMERCIAL LTDA	600127.0023	MESA NOALE WC - 1800 CZ 9007 FM MAD REFL CASTA DECK	31	NOALE	1,0000	0,0000	0,0000	1332,4207	20/04/2026	0,00	93,27	20,45	94,18	0,000000	358,5767	187,4515	114,8972	PE	LEGNA REPRESENTACAO COMERCIAL LTDA	15/04/2021	DISTRIBUIDOR AUTORIZADO BLACK
02/03/2026	66802	LEGNA REPRESENTACAO COMERCIAL LTDA	600025.0042	BANCO CASTEO WB - 1800 GR 7016 FM MAD REFL CASTA DECK	21	CASTEO	4,0000	0,0000	0,0000	1674,6339	20/04/2026	0,00	468,90	102,79	473,45	0,000000	307,1168	254,4418	243,9148	PE	LEGNA REPRESENTACAO COMERCIAL LTDA	15/04/2021	DISTRIBUIDOR AUTORIZADO BLACK
02/03/2026	66801	LEGNA REPRESENTACAO COMERCIAL LTDA	400532	APOIA BRACO REG ESQ SLIM PRETO WS-122 MONTADO (SLIM PU)	31	OUTROS	1,0000	0,0000	1,0000	50,2014	06/03/2026	0,00	3,51	0,77	3,55	0,000000	23,9580	0,0000	0,0000	PE	LEGNA REPRESENTACAO COMERCIAL LTDA	15/04/2021	DISTRIBUIDOR AUTORIZADO BLACK
02/03/2026	66801	LEGNA REPRESENTACAO COMERCIAL LTDA	400533	APOIA BRACO REG DIR SLIM PRETO WS-122 MONTADO (SLIM PU)	31	OUTROS	1,0000	0,0000	1,0000	50,2014	06/03/2026	0,00	3,51	0,77	3,55	0,000000	23,9580	0,0000	0,0000	PE	LEGNA REPRESENTACAO COMERCIAL LTDA	15/04/2021	DISTRIBUIDOR AUTORIZADO BLACK
03/03/2026	66808	VILLAGIO BOURBON CONDOMINIO HORIZONTAL	600206.0002	LUMINARIA TOSCANA 3MT (100054)	29	METALCO	3,0000	0,0000	0,0000	1279,7175	22/04/2026	375,57	483,73	49,17	226,47	0,000000	400,7762	117,0000	192,7141	PR	AGAVE MOVEIS E DECORACOES LTDA	02/03/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
03/03/2026	66810	NILO TOZZO IMOVEIS LTDA	600220.0004	LUMINARIA STELLA PARK L 4 MT GR 7016 FM	29	METALCO	27,0000	0,0000	0,0000	1326,3453	06/05/2026	1880,09	4512,23	485,41	2235,84	0,000000	286,8236	221,5710	187,2310	SC	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	03/03/2026	CONSTRUTORAS/INCORPORADORAS
03/03/2026	66810	NILO TOZZO IMOVEIS LTDA	600166.0007	LUMINARIA STELLA L 6MT GRAFITE R7016	29	METALCO	111,0000	0,0000	0,0000	2841,1560	06/05/2026	16556,84	39736,41	4274,74	19689,71	0,000000	679,3169	757,3000	150,1176	SC	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	03/03/2026	CONSTRUTORAS/INCORPORADORAS
03/03/2026	66810	NILO TOZZO IMOVEIS LTDA	600206.0002	LUMINARIA TOSCANA 3MT (100054)	29	METALCO	11,0000	0,0000	0,0000	1367,3282	06/05/2026	789,63	1895,12	203,87	939,05	0,000000	400,7762	117,0000	192,7141	SC	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	03/03/2026	CONSTRUTORAS/INCORPORADORAS
03/03/2026	66810	NILO TOZZO IMOVEIS LTDA	502083.0001	LUMINARIA STELLA PARK 5MT GR 7016 FM	29	METALCO	26,0000	0,0000	0,0000	2282,0000	06/05/2026	3114,93	7475,83	804,23	3704,33	0,000000	280,5557	221,6740	119,5644	SC	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	03/03/2026	CONSTRUTORAS/INCORPORADORAS
03/03/2026	66810	NILO TOZZO IMOVEIS LTDA	502083.0002	LUMINARIA STELLA PARK 5MT GR 7016 FM	29	METALCO	3,0000	0,0000	0,0000	2363,8200	06/05/2026	372,30	893,52	96,12	442,75	0,000000	298,9415	219,5740	119,0134	SC	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	03/03/2026	CONSTRUTORAS/INCORPORADORAS
03/03/2026	66812	IDEAL FACILITIES SERVICES LTDA	ADM-0121	PRESTACAO DE SERVICO DE MONTAGEM -ISSQN	41	SERVICO	1,0000	0,0000	1,0000	8159,5500	31/08/2026	0,00	0,00	134,63	620,13	0,000000	0,0000	0,0000	0,0000	RJ	VENDEDOR INTERNO - 4	26/02/2026	
03/03/2026	66809	SOCIEDADE EDUCACIONAL UBERABENSE	402228.0008	MESA JOSEPH TS CEREZO PR 9005 FM TMP QUAD	17	JOSEPH	14,0000	0,0000	0,0000	730,4707	15/04/2026	772,61	1267,07	135,08	622,21	0,000000	222,1719	44,6550	37,5318	MG	VITRINE SOLUCOES CORPORATIVAS LTDA	03/03/2026	ESCOLAS/UNIVERSIDADES
04/03/2026	66822	METALCO DO BRASIL LTDA	502106.0001	BANCO FOLA WD 1750 GR 7016 FM	21	FOLA	1,0000	0,0000	1,0000	1606,2000	20/03/2026	0,00	192,75	23,32	107,42	0,000000	1079,0264	374,3000	264,4120	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
04/03/2026	66822	METALCO DO BRASIL LTDA	600022.0008	LIXEIRA GECKO GR 7016 FM GR 7016 FM GR 7016 FM GR 7016 FM GR 7016 FM G	25	GECKO	1,0000	0,0000	1,0000	1590,9000	20/03/2026	0,00	190,91	23,10	106,40	0,000000	515,7972	347,8400	164,8678	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
04/03/2026	66825	METALCO DO BRASIL LTDA	500930	CONJ MESA RETANG C/BANCOS FIXOS ARCOS DOURADOS C/FURO P/OMBRE (901987)	36	ITENS ESPECIAIS	2,0000	0,0000	0,0000	2808,2435	05/05/2026	0,00	673,99	81,55	375,63	0,000000	908,9460	282,6227	150,7300	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
04/03/2026	66827	METALCO DO BRASIL LTDA	500453	BARRA ROSCADA M12X 140 (905128)	31	ITENS ESPECIAIS	4,0000	0,0000	4,0000	5,6384	08/04/2026	0,00	2,71	0,33	1,51	0,000000	1,2169	0,0000	0,9490	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
04/03/2026	66826	METALCO DO BRASIL LTDA	600159.0007	FLOREIRA DAHLIA 950X980 (100001) PRATA R9006	24	METALCO	2,0000	0,0000	0,0000	3167,2757	16/04/2026	0,00	760,16	91,98	423,65	0,000000	741,0749	735,2250	132,7246	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
04/03/2026	66823	DOLARAME CONSULTORIA E RESEARCH LTDA	200475	CADEIRA HAWORTH ZODY TASK (DOW) CINZA, BASE METALLIC SILVER	11	HAWORTH	1,0000	0,0000	1,0000	1899,0600	13/03/2026	0,00	235,29	27,45	126,45	0,000000	0,0000	0,0000	0,0000	SP	VENDEDOR INTERNO - 4	28/01/2026	
05/03/2026	66837	TRATTATIVA ADMINISTRADORA DE IMOVEIS LTDA	600061.0005	FLOREIRA DUO 480 X 1840 X 620 MM CZ R9007 FOSC MICR CORTEIN	24	DUO	2,0000	0,0000	0,0000	4349,2116	23/04/2026	850,93	1096,00	111,40	513,11	0,000000	499,5137	454,0000	64,6510	PR	VENDEDOR INTERNO - 3	02/03/2026	OUTROS CONSUM. FINAIS PESSOA J
05/03/2026	66837	TRATTATIVA ADMINISTRADORA DE IMOVEIS LTDA	600058.0030	FLOREIRA DUO 480 X 480 X 620 MM CZ 9007 FM CORTEIN	24	DUO	4,0000	0,0000	0,0000	2358,0447	23/04/2026	922,71	1188,45	120,80	556,40	0,000000	150,7847	124,0000	45,3992	PR	VENDEDOR INTERNO - 3	02/03/2026	OUTROS CONSUM. FINAIS PESSOA J
05/03/2026	66836	FOCO OBJETOS - COMERCIO E REPRESENTACAO DE MOVEIS PARA ESCRITORIO LTDA	200475	CADEIRA HAWORTH ZODY TASK (DOW) CINZA, BASE METALLIC SILVER	11	HAWORTH	1,0000	0,0000	1,0000	1404,6750	13/03/2026	0,00	168,56	20,40	93,95	0,000000	0,0000	0,0000	0,0000	SP	GBSP REPRESENTACOES LTDA	14/05/2020	REVENDA DE MÓVEIS CORPORATIVO
06/03/2026	66842	LEGNA REPRESENTACAO COMERCIAL LTDA	600008.0040	BANCO BOJON WA CORTEIN MAD REFL CASTA DECK	21	BOJON	2,0000	0,0000	0,0000	1338,5783	27/04/2026	0,00	187,40	41,08	189,22	0,000000	228,4443	85,9191	246,4649	PE	LEGNA REPRESENTACAO COMERCIAL LTDA	15/04/2021	DISTRIBUIDOR AUTORIZADO BLACK
06/03/2026	66842	LEGNA REPRESENTACAO COMERCIAL LTDA	600009.0031	BANCO BOJON WB CORTEIN MAD REFL CASTA DECK	21	BOJON	3,0000	0,0000	0,0000	1789,6670	27/04/2026	0,00	375,83	82,39	379,48	0,000000	351,3889	130,0755	312,2406	PE	LEGNA REPRESENTACAO COMERCIAL LTDA	15/04/2021	DISTRIBUIDOR AUTORIZADO BLACK
06/03/2026	66842	LEGNA REPRESENTACAO COMERCIAL LTDA	600010.0043	BANCO BOJON WC CORTEIN MAD REFL CASTA DECK	21	BOJON	1,0000	0,0000	0,0000	2337,6401	27/04/2026	0,00	163,63	35,87	165,22	0,000000	510,2717	196,8247	322,5381	PE	LEGNA REPRESENTACAO COMERCIAL LTDA	15/04/2021	DISTRIBUIDOR AUTORIZADO BLACK
06/03/2026	66849	JA8 ARQUITETURA E ENGENHARIA SS	200475	CADEIRA HAWORTH ZODY TASK (DOW) CINZA, BASE METALLIC SILVER	11	HAWORTH	6,0000	0,0000	6,0000	440,0000	02/04/2026	136,29	327,10	35,91	165,42	0,000000	0,0000	0,0000	0,0000	SC	VENDEDOR INTERNO - 3	29/04/2022	ARQUITETO/PAISAGISTA/ENGENHEIR
06/03/2026	66844	ASSOCIACAO DAS IRMAS FRANCISCANAS DE SAO JOSE	903780	PARAFUSO INOX ABL FC 4,2 X 20 (902102)	9031	ITENS DE COMPRAS	120,0000	0,0000	120,0000	0,7500	02/09/2026	4,79	11,50	1,22	5,60	0,135703	0,0000	0,0000	0,0000	SC	VENDEDOR INTERNO - 3	16/12/2025	ESCOLAS/UNIVERSIDADES
06/03/2026	66844	ASSOCIACAO DAS IRMAS FRANCISCANAS DE SAO JOSE	909849	PARAF ACO 8.8 MQ SXT RT DIN 933 M6X1,0X70 ZB	9031	ITENS DE COMPRAS	32,0000	0,0000	32,0000	0,5000	02/09/2026	0,85	2,04	0,22	1,00	0,329142	0,0000	0,0000	0,0000	SC	VENDEDOR INTERNO - 3	16/12/2025	ESCOLAS/UNIVERSIDADES
06/03/2026	66844	ASSOCIACAO DAS IRMAS FRANCISCANAS DE SAO JOSE	903747	ARRUELA INOX LISA M6X1,6X12 (901735)	9039	ITENS DE COMPRAS	64,0000	0,0000	64,0000	0,1000	02/09/2026	0,34	0,82	0,09	0,40	0,080000	0,0000	0,0000	0,0000	SC	VENDEDOR INTERNO - 3	16/12/2025	ESCOLAS/UNIVERSIDADES
06/03/2026	66844	ASSOCIACAO DAS IRMAS FRANCISCANAS DE SAO JOSE	907035	PORCA AUTOFRENO M6 INOX	9032	ITENS DE COMPRAS	32,0000	0,0000	32,0000	0,2000	02/09/2026	0,34	0,82	0,09	0,40	0,203000	0,0000	0,0000	0,0000	SC	VENDEDOR INTERNO - 3	16/12/2025	ESCOLAS/UNIVERSIDADES
06/03/2026	66844	ASSOCIACAO DAS IRMAS FRANCISCANAS DE SAO JOSE	909215	PARABOLT INOX PBA UNC 3/8" X 5" NT	9111	METALCO	120,0000	0,0000	120,0000	4,0000	02/09/2026	25,56	61,34	6,49	29,88	6,388750	0,0000	0,0000	0,0000	SC	VENDEDOR INTERNO - 3	16/12/2025	ESCOLAS/UNIVERSIDADES
09/03/2026	66859	IMART COMERCIO DE EQUIPAMENTOS PARA VAREJO E ESCRITORIOS LTDA	600206.0001	LUMINARIA TOSCANA 3MT (100054) ACO CORTEIN	29	METALCO	2,0000	0,0000	0,0000	1093,6695	23/04/2026	0,00	153,11	33,56	154,60	0,000000	400,7762	117,0000	192,7141	GO	O2 - ARQUITETURA E REPRESENTACOES LTDA	26/05/2020	REVENDA DE MÓVEIS CORPORATIVO
09/03/2026	66862	METALCO DO BRASIL LTDA	501510.0003	ASSENTO BANCO DW MAD REFL IN UV GLAS	31	ITENS ESPECIAIS	3,0000	0,0000	0,0000	531,9766	16/04/2026	0,00	191,51	23,17	106,74	0,000000	141,6335	40,1694	75,2850	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
09/03/2026	66858	METALCO DO BRASIL LTDA	502107.0001	ARMARIO MACEIO GR 7016 FM MAD REFL CASTA DECK	31	ITENS ESPECIAIS	20,0000	0,0000	20,0000	9708,1510	27/03/2026	0,00	23299,81	2819,24	12985,60	0,000000	3282,0167	1879,3963	1056,0828	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
09/03/2026	66862	METALCO DO BRASIL LTDA	501407.0010	ASSENTO COM ENCOSTO MADEIRA DIAMANTE/SARAH GR 7016 FM MAD REFL IN UV G	31	ITENS ESPECIAIS	3,0000	0,0000	0,0000	713,7081	16/04/2026	0,00	256,94	31,09	143,20	0,000000	178,6547	59,1540	106,9993	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
09/03/2026	66862	METALCO DO BRASIL LTDA	501407.0010	ASSENTO COM ENCOSTO MADEIRA DIAMANTE/SARAH GR 7016 FM MAD REFL IN UV G	31	ITENS ESPECIAIS	3,0000	0,0000	0,0000	713,7081	16/04/2026	0,00	256,94	31,09	143,20	0,000000	178,6547	59,1540	106,9993	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
09/03/2026	66862	METALCO DO BRASIL LTDA	501488.0011	CONJUNTO METALICO CESTO E PORTA LIXEIRA QU GR 7016 FM	31	ITENS ESPECIAIS	4,0000	0,0000	0,0000	833,0293	16/04/2026	0,00	399,86	48,38	222,85	0,000000	131,3366	164,1000	112,0058	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
09/03/2026	66862	METALCO DO BRASIL LTDA	501509.0003	ASSENTO BANCO 2DW MAD REFL IN UV GLAS	31	ITENS ESPECIAIS	3,0000	0,0000	0,0000	646,0966	16/04/2026	0,00	232,60	28,14	129,63	0,000000	169,4400	58,1605	84,2775	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
09/03/2026	66861	METALCO DO BRASIL LTDA	600167.0014	LIXEIRA BRAVO SIMPLES (100009) CST LISO GR 7016 FM GR 7016 FM PARAF	25	METALCO	2,0000	0,0000	2,0000	701,0784	02/04/2026	0,00	168,26	20,36	93,78	0,000000	147,5194	117,4851	74,4541	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
09/03/2026	66863	METALCO DO BRASIL LTDA	600216.0015	LIXEIRA BOX WOOD A  50 L (100189) GR 7016 FM MAD REFL IN UV GLAS	25	METALCO	20,0000	0,0000	0,0000	1331,9409	22/04/2026	0,00	3196,69	386,80	1781,60	0,000000	261,7847	187,7530	195,3868	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
10/03/2026	66867	METALCO DO BRASIL LTDA	402311.0001	CONJUNTO TAMPA DA LIXEIRA DOHA PINT GR 7016 FM	25	COMPONENTES - ACESSORIOS	6,0000	0,0000	6,0000	262,8277	02/04/2026	0,00	189,24	22,90	105,47	0,000000	54,4600	49,9275	23,5240	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
10/03/2026	66879	METALCO DO BRASIL LTDA	501537.0001	ASSENTO ENCOSTO BANCO ONDA 2DWS MAD NOB CASTA DECK	31	ITENS ESPECIAIS	1,0000	0,0000	1,0000	1604,0833	08/04/2026	0,00	192,49	23,29	107,28	0,000000	505,1060	30,0000	132,4845	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
10/03/2026	66866	METALCO DO BRASIL LTDA	501377.0010	BANCO BAILO C/ENCOSTO CORTEIN MAD REFL CASTA DECK	21	ITENS ESPECIAIS	8,0000	0,0000	0,0000	2285,2016	30/04/2026	0,00	2193,82	265,45	1222,67	0,000000	553,2423	431,3298	82,4350	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
10/03/2026	66866	METALCO DO BRASIL LTDA	501378	KIT FIXACAO CHAO BANCO BAILO	31	ITENS ESPECIAIS	8,0000	0,0000	0,0000	65,9508	30/04/2026	0,00	63,31	7,66	35,29	0,000000	14,1627	0,0000	18,9400	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
10/03/2026	66878	METALCO DO BRASIL LTDA	501511.0003	ASSENTO BANCO CW MAD REFL CASTA DECK	31	ITENS ESPECIAIS	5,0000	0,0000	0,0000	1094,0972	24/04/2026	0,00	656,47	79,43	365,87	0,000000	143,2474	45,5144	155,0151	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
10/03/2026	66866	METALCO DO BRASIL LTDA	600262.0005	BANCO BAILO 700MM CORTEIN MAD REFL CASTA DECK	21	METALCO	11,0000	0,0000	0,0000	1865,4377	30/04/2026	0,00	2462,40	297,95	1372,36	0,000000	425,8316	396,3502	75,7675	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
10/03/2026	66878	METALCO DO BRASIL LTDA	600182.0002	BICICLETARIO CICLOS (100025) CORTEIN	30	METALCO	2,0000	0,0000	0,0000	936,9208	24/04/2026	0,00	224,86	27,21	125,32	0,000000	214,9460	160,9850	67,8116	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
10/03/2026	66878	METALCO DO BRASIL LTDA	600187.0035	LIXEIRA SPENCER (100034) CZ R7012 FOSC MICR CZ R7012 FOSC MICR	25	METALCO	10,0000	0,0000	0,0000	863,5282	24/04/2026	0,00	1036,25	125,38	577,53	0,000000	148,6952	116,0950	151,8544	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
10/03/2026	66878	METALCO DO BRASIL LTDA	600473.0008	SOMBREAMENTO PETALS VD 6005 FM	37	PETALS	1,0000	0,0000	0,0000	20142,1395	24/04/2026	0,00	2417,08	292,46	1347,10	0,000000	4773,7117	3355,2000	1657,6031	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
11/03/2026	66884	LEGNA REPRESENTACAO COMERCIAL LTDA	501933	CONJ. TAMPO RED JOSEPH ESPECIAL 800 MM PINT PR R9005 FOSC MICR	17	JOSEPH	2,0000	0,0000	0,0000	349,7762	27/04/2026	0,00	48,97	10,73	49,44	0,000000	81,1381	36,0000	19,8920	PE	LEGNA REPRESENTACAO COMERCIAL LTDA	15/04/2021	DISTRIBUIDOR AUTORIZADO BLACK
11/03/2026	66888	NU PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO	600030.0015	MESA CAMILLA - WE 1860 VD R6027 FOSC MICR MAD REFL CASTA DECK	31	CAMILLA	36,0000	0,0000	36,0000	3442,2276	07/09/2026	0,00	15353,71	1791,35	8251,05	0,000000	427,8126	245,2198	246,4124	SP	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	15/12/2025	OUTROS CONSUM. FINAIS PESSOA J
11/03/2026	66888	NU PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO	600101.0036	BANCO LENA S - CURVO 45 GRAUS LL 4005 FM LL 4005 FM	21	LENA	4,0000	0,0000	4,0000	4008,0484	07/09/2026	0,00	1986,39	231,76	1067,48	0,000000	407,7859	450,6000	243,2738	SP	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	15/12/2025	OUTROS CONSUM. FINAIS PESSOA J
11/03/2026	66888	NU PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO	600101.0037	BANCO LENA S - CURVO 45 GRAUS VD 6027 FM VD 6027 FM	21	LENA	4,0000	0,0000	4,0000	4008,0484	07/09/2026	0,00	1986,39	231,76	1067,48	0,000000	407,7859	450,6000	243,2738	SP	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	15/12/2025	OUTROS CONSUM. FINAIS PESSOA J
11/03/2026	66888	NU PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO	600034.0038	BANCO LENA WB D - 1800 LL R4005 FOSC MICR MAD REFL CASTA DECK	21	LENA	4,0000	0,0000	4,0000	2567,2154	07/09/2026	0,00	1272,31	148,44	683,74	0,000000	349,5055	150,0515	107,7201	SP	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	15/12/2025	OUTROS CONSUM. FINAIS PESSOA J
11/03/2026	66888	NU PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO	600034.0039	BANCO LENA WB D - 1800 VD R6027 FOSC MICR MAD REFL CASTA DECK	21	LENA	2,0000	0,0000	2,0000	2567,2154	07/09/2026	0,00	636,16	74,22	341,87	0,000000	349,5055	150,0515	107,7201	SP	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	15/12/2025	OUTROS CONSUM. FINAIS PESSOA J
11/03/2026	66888	NU PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO	600102.0018	BANCO LENA WC - 1800 LL 4005 FM MAD REFL CASTA DECK LISO	21	LENA	38,0000	0,0000	38,0000	3471,8644	07/09/2026	0,00	16346,23	1907,15	8784,43	0,000000	457,4516	216,4811	147,4199	SP	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	15/12/2025	OUTROS CONSUM. FINAIS PESSOA J
11/03/2026	66888	NU PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO	600102.0019	BANCO LENA WC - 1800 VD 6027 FM MAD REFL CASTA DECK LISO	21	LENA	23,0000	0,0000	23,0000	3471,8644	07/09/2026	0,00	9893,77	1154,33	5316,89	0,000000	457,4516	216,4811	147,4199	SP	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	15/12/2025	OUTROS CONSUM. FINAIS PESSOA J
11/03/2026	66887	W ALL LTDA	600144.0011	BALIZADOR PALLETE CONCRETADO PR 9005 FM PR 9005 FM	26	PALLETE	10,0000	0,0000	0,0000	328,0440	28/04/2026	172,22	413,34	44,47	204,81	0,000000	38,1800	45,5300	14,3840	SC	VENDEDOR INTERNO - 3	01/08/2025	CONSTRUTORAS/INCORPORADORAS
11/03/2026	66891	IDEAL FACILITIES SERVICES LTDA	ADM-0121	PRESTACAO DE SERVICO DE MONTAGEM -ISSQN	41	SERVICO	1,0000	0,0000	1,0000	23175,2000	07/09/2026	0,00	0,00	382,39	1761,32	0,000000	0,0000	0,0000	0,0000	RJ	VENDEDOR INTERNO - 4	26/02/2026	
11/03/2026	66885	CONSORCIO EMPREENDEDOR DO SHOPPING PIRACICABA	502108.0001	BANCO FOLA 2,2M C/ENCOSTO C/USB S/BRACO GR 7016 FM MAD REFL CASTA DECK	21	ITENS ESPECIAIS	29,0000	0,0000	0,0000	5412,3375	11/05/2026	0,00	19447,07	2268,93	10450,81	0,000000	793,8958	415,3557	304,2199	SP	GBSP REPRESENTACOES LTDA	11/03/2026	SHOPPING CENTERS
12/03/2026	66897	ALUCAST FUNDICAO DE ALUMINIO LTDA	ADM-0121	PRESTACAO DE SERVICO DE MONTAGEM -ISSQN	41	SERVICO	1,0000	0,0000	1,0000	276,3300	08/09/2026	0,00	0,00	4,56	21,00	0,000000	0,0000	0,0000	0,0000	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	14/09/2012	INDUSTRIA DE MÓVEIS RESIDENCIA
