Data de emissão	Pedido	Razão social (Nome) - Cliente (Pedido)	Item	Descrição do item	Subgrupo (Código) - Item	Descrição - Família de itens (Item)	Qtde. solicitada	Qtde. cancelada	Qtde. faturada	Valor unitário	Data de previsão de faturamento - Pedido	Impostos dos itens dos pedidos - Valor ICMS destinatário	Valor do ICMS - Impostos dos itens dos pedidos	Valor do PIS - Impostos dos itens dos pedidos	Valor de COFINS - Impostos dos itens dos pedidos	Preço de custo - Item	Custo de matéria-prima - Item	Item - Gastos gerais de fabricação	Custo da mão de obra - Item	Cliente - Estado (Sigla)	Representante - Razão social (Representante)	Cliente - Data de cadastro	Família de clientes
25/02/2026	66766	METALCO DO BRASIL LTDA	501841.0001	CONJUNTO ASSENTO ACO FLOREIRA ONICE MR R8017 FOSC MICR	33	METALCO	5,0000	0,0000	5,0000	2434,6644	10/04/2026	0,00	1460,81	176,76	814,15	0,000000	455,9384	375,6000	346,0230	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
25/02/2026	66766	METALCO DO BRASIL LTDA	600168.0018	BICICLETARIO SPYRA 6 (100010) VERDE R6018	30	METALCO	1,0000	0,0000	1,0000	1062,5852	10/04/2026	0,00	127,51	15,43	71,07	0,000000	282,6306	120,0000	109,4106	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
25/02/2026	66768	METALCO DO BRASIL LTDA	600175.0010	LIXEIRA BRAVO COLONIAL SIMPLES (100018) GR 7016 FM MAD REFL CASTA DECK	25	METALCO	2,0000	0,0000	2,0000	804,8628	13/04/2026	0,00	193,17	23,37	107,66	0,000000	132,0946	111,4347	136,0799	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
25/02/2026	66768	METALCO DO BRASIL LTDA	600191.0009	BICICLETARIO GUARDIA (100038) GR 7016 FM	30	METALCO	3,0000	0,0000	3,0000	423,6638	13/04/2026	0,00	152,52	18,45	85,00	0,000000	69,2853	57,0965	79,1906	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
25/02/2026	66773	METALCO DO BRASIL LTDA	600216.0010	LIXEIRA BOX WOOD 50 L (100189) GR 7016 FM MAD REFL CASTA DECK	25	METALCO	3,0000	0,0000	0,0000	1288,3522	23/04/2026	0,00	463,81	56,12	258,50	0,000000	260,3219	187,7530	195,3868	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
25/02/2026	66775	METALCO DO BRASIL LTDA	600216.0008	LIXEIRA BOX WOOD 50 L (100189) CZ 9007 FM MAD REFL CASTA DECK	25	METALCO	1,0000	0,0000	0,0000	1294,5061	24/04/2026	0,00	155,34	18,80	86,58	0,000000	260,3219	187,7530	195,3868	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
25/02/2026	66775	METALCO DO BRASIL LTDA	600168.0003	BICICLETARIO SPYRA 6 (100010) CINZA BASALTO RAL7012	30	METALCO	1,0000	0,0000	0,0000	1062,5852	24/04/2026	0,00	127,51	15,43	71,07	0,000000	282,6306	120,0000	109,4106	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
25/02/2026	66775	METALCO DO BRASIL LTDA	600235.0008	BANCO IDEA L 3M C/ENCOSTO DUPLO (200017) CZ 7001 FM MAD REFL CASTA DEC	21	METALCO	1,0000	0,0000	0,0000	4649,7822	24/04/2026	0,00	557,98	67,51	310,98	0,000000	1261,0015	640,9655	264,8942	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
25/02/2026	66775	METALCO DO BRASIL LTDA	600188.0005	FLOREIRA ASTER 750X625 (100035) PT 9006 FM	24	METALCO	2,0000	0,0000	0,0000	1673,9943	24/04/2026	0,00	401,76	48,61	223,91	0,000000	334,8006	234,6862	211,8193	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
25/02/2026	66776	METALCO DO BRASIL LTDA	402002	SAPATA D65 C/ DOIS FUROS	31	OUTROS	6,0000	0,0000	6,0000	45,9854	20/03/2026	0,00	33,11	4,01	18,45	0,000000	12,5104	6,3525	3,5794	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
25/02/2026	66768	METALCO DO BRASIL LTDA	501695.0005	CJ. ESTRUTURA E SAPATA MESA AIR C	31	OUTROS	2,0000	0,0000	2,0000	1589,4117	13/04/2026	0,00	381,46	46,16	212,60	0,000000	404,7776	162,6000	182,2314	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
25/02/2026	66775	METALCO DO BRASIL LTDA	402002	SAPATA D65 C/ DOIS FUROS	31	OUTROS	4,0000	0,0000	0,0000	45,9854	24/04/2026	0,00	22,07	2,67	12,30	0,000000	12,5104	6,3525	3,5794	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66788	ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO	502086	BANCO CUBIK C AM 1016 FM MAD REFL IN UV GLAS (600412.0024)	21	CUBIK	6,0000	0,0000	0,0000	1139,8731	17/04/2026	637,20	820,71	88,79	408,98	0,000000	128,3306	116,1281	59,0256	PR	S. KIKUMOTO REPRESENTACOES COMERCIAIS LTDA	26/02/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
26/02/2026	66788	ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO	502093	FLOREIRA CUBIK E VD 6018 FM VD 6018 FM (600414.0019)	24	CUBIK	2,0000	0,0000	0,0000	1479,3669	17/04/2026	275,66	355,05	38,41	176,93	0,000000	140,3767	191,9850	76,0136	PR	S. KIKUMOTO REPRESENTACOES COMERCIAIS LTDA	26/02/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
26/02/2026	66788	ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO	502094	FLOREIRA CUBIK E AZ 5010 FM AZ 5010 FM (600414.0012)	24	CUBIK	1,0000	0,0000	0,0000	1479,3669	17/04/2026	137,83	177,52	19,21	88,47	0,000000	140,3767	191,9850	76,0136	PR	S. KIKUMOTO REPRESENTACOES COMERCIAIS LTDA	26/02/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
26/02/2026	66788	ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO	502095	FLOREIRA CUBIK E AM 1028 FM AM 1028 FM (600414.0020)	24	CUBIK	2,0000	0,0000	0,0000	1479,3669	17/04/2026	275,66	355,05	38,41	176,93	0,000000	140,3767	191,9850	76,0136	PR	S. KIKUMOTO REPRESENTACOES COMERCIAIS LTDA	26/02/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
26/02/2026	66788	ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO	502096	FLOREIRA CUBIK E VM 2002 FM VM 2002 FM (600414.0021)	24	CUBIK	1,0000	0,0000	0,0000	1479,3669	17/04/2026	137,83	177,52	19,21	88,47	0,000000	140,3767	191,9850	76,0136	PR	S. KIKUMOTO REPRESENTACOES COMERCIAIS LTDA	26/02/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
26/02/2026	66788	ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO	502097	MESA CUBIK F VD 6018 FM VD 6018 FM CEREZO (600415.0016)	31	CUBIK	3,0000	0,0000	0,0000	1901,9712	17/04/2026	531,61	684,71	74,08	341,21	0,000000	259,7848	183,4100	67,8572	PR	S. KIKUMOTO REPRESENTACOES COMERCIAIS LTDA	26/02/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
26/02/2026	66788	ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO	502098	BANCO CUBIK B AM R1028 FOSC MICR AM 1028 FM (600411.0012)	21	CUBIK	4,0000	0,0000	0,0000	1251,6945	17/04/2026	466,47	600,81	65,00	299,40	0,000000	130,2950	162,0000	51,3518	PR	S. KIKUMOTO REPRESENTACOES COMERCIAIS LTDA	26/02/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
26/02/2026	66788	ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO	502099	BANCO CUBIK B AZ R5010 FOSC MICR AZ 5010 FM (600411.0013)	21	CUBIK	1,0000	0,0000	0,0000	1251,6945	17/04/2026	116,62	150,20	16,25	74,85	0,000000	130,2950	162,0000	51,3518	PR	S. KIKUMOTO REPRESENTACOES COMERCIAIS LTDA	26/02/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
26/02/2026	66788	ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO	502100	BANCO CUBIK B AM R1016 FOSC MICR AM 1016 FM (600411.0007)	21	CUBIK	2,0000	0,0000	0,0000	1251,6945	17/04/2026	233,24	300,41	32,50	149,70	0,000000	130,2950	162,0000	51,3518	PR	S. KIKUMOTO REPRESENTACOES COMERCIAIS LTDA	26/02/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
26/02/2026	66788	ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO	502101	BANCO CUBIK B VM R2002 FOSC MICR VM 2002 FM (600411.0014)	21	CUBIK	2,0000	0,0000	0,0000	1251,6945	17/04/2026	233,24	300,41	32,50	149,70	0,000000	130,2950	162,0000	51,3518	PR	S. KIKUMOTO REPRESENTACOES COMERCIAIS LTDA	26/02/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
26/02/2026	66788	ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO	502103	FLOREIRA DUO 470 X 470 X 620 MM GR 7016 FM GR 7016 FM (600058.0005)	24	DUO	9,0000	0,0000	0,0000	2126,1177	17/04/2026	1782,77	2296,21	248,43	1144,26	0,000000	213,8810	169,0000	60,5492	PR	S. KIKUMOTO REPRESENTACOES COMERCIAIS LTDA	26/02/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
26/02/2026	66788	ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO	502102	FLOREIRA DUO 480 X 1840 X 620 MM GR R7016 FOSC (600061.0004)	24	DUO	7,0000	0,0000	0,0000	3922,8156	17/04/2026	2558,36	3295,17	356,50	1642,07	0,000000	499,5137	454,0000	64,6510	PR	S. KIKUMOTO REPRESENTACOES COMERCIAIS LTDA	26/02/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
26/02/2026	66788	ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO	502087	BANCO CUBIK C AM 1028 FM MAD REFL IN UV GLAS (600412.0025)	21	CUBIK	5,0000	0,0000	0,0000	1139,8731	17/04/2026	531,00	683,92	73,99	340,82	0,000000	128,3306	116,1281	59,0256	PR	S. KIKUMOTO REPRESENTACOES COMERCIAIS LTDA	26/02/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
26/02/2026	66788	ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO	502088	BANCO CUBIK C LL 4005 FM MAD REFL IN UV GLAS (600412.0026)	21	CUBIK	7,0000	0,0000	0,0000	1139,8731	17/04/2026	743,40	957,49	103,59	477,14	0,000000	128,3306	116,1281	59,0256	PR	S. KIKUMOTO REPRESENTACOES COMERCIAIS LTDA	26/02/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
26/02/2026	66788	ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO	502089	BANCO CUBIK C VM 2002 FM MAD REFL IN UV GLAS (600412.0027)	21	CUBIK	6,0000	0,0000	0,0000	1139,8731	17/04/2026	637,20	820,71	88,79	408,98	0,000000	128,3306	116,1281	59,0256	PR	S. KIKUMOTO REPRESENTACOES COMERCIAIS LTDA	26/02/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
26/02/2026	66788	ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO	502090	BANCO CUBIK C AZ 5010 FM MAD REFL IN UV GLAS (600412.0020)	21	CUBIK	7,0000	0,0000	0,0000	1139,8731	17/04/2026	743,40	957,49	103,59	477,14	0,000000	128,3306	116,1281	59,0256	PR	S. KIKUMOTO REPRESENTACOES COMERCIAIS LTDA	26/02/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
26/02/2026	66788	ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO	502091	BANCO CUBIK C VD 6018 FM MAD REFL IN UV GLAS (600412.0028)	21	CUBIK	3,0000	0,0000	0,0000	1139,8731	17/04/2026	318,60	410,35	44,40	204,49	0,000000	128,3306	116,1281	59,0256	PR	S. KIKUMOTO REPRESENTACOES COMERCIAIS LTDA	26/02/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
26/02/2026	66788	ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO	502092	FLOREIRA CUBIK E AM 1016 FM AM 1016 FM (600414.0018)	24	CUBIK	1,0000	0,0000	0,0000	1479,3669	17/04/2026	137,83	177,52	19,21	88,47	0,000000	140,3767	191,9850	76,0136	PR	S. KIKUMOTO REPRESENTACOES COMERCIAIS LTDA	26/02/2026	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES
26/02/2026	66796	METALCO DO BRASIL LTDA	501417.0003	ASSENTO DIAMANTE CURVO INTEIRO MADEIRA GR 7016 FM MAD REFL CASTA DECK	31	DIAMANTE	4,0000	0,0000	0,0000	623,1360	08/04/2026	0,00	299,11	36,19	166,70	0,000000	131,8576	34,2970	134,6100	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	501418.0005	ASSENTO MADEIRA DIAMANTE GR 7016 FM MAD REFL CASTA DECK	31	DIAMANTE	2,0000	0,0000	0,0000	682,4722	08/04/2026	0,00	163,80	19,82	91,29	0,000000	184,9859	45,6454	98,7500	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	501418.0005	ASSENTO MADEIRA DIAMANTE GR 7016 FM MAD REFL CASTA DECK	31	DIAMANTE	4,0000	0,0000	0,0000	682,4722	08/04/2026	0,00	327,59	39,64	182,57	0,000000	184,9859	45,6454	98,7500	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	501363.0017	PE BANCO DIAMANTE GR 7016 FM ZERO	31	DIAMANTE	4,0000	0,0000	0,0000	480,5186	08/04/2026	0,00	230,65	27,91	128,55	0,000000	103,4942	73,0000	55,6010	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	600392.0002	BANCO DIAMANTE WT GR 7016 FM	32	FONTIS	2,0000	0,0000	0,0000	4302,1465	08/04/2026	0,00	1032,53	124,93	575,45	0,000000	1070,3448	440,3979	516,8425	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	501406.0005	ASSENTO INTEIRO DIAMANTE RETO MAD REFL CASTA DECK	31	DIAMANTE	2,0000	0,0000	0,0000	640,6125	08/04/2026	0,00	153,75	18,60	85,69	0,000000	136,1789	37,8189	135,6248	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	501363.0009	PE BANCO DIAMANTE GR 7016 FM C	31	DIAMANTE	16,0000	0,0000	0,0000	627,7083	08/04/2026	0,00	1205,21	145,83	671,70	0,000000	114,9621	168,6500	23,2520	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	501363.0017	PE BANCO DIAMANTE GR 7016 FM ZERO	31	DIAMANTE	2,0000	0,0000	0,0000	480,5186	08/04/2026	0,00	115,33	13,95	64,27	0,000000	103,4942	73,0000	55,6010	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	501417.0003	ASSENTO DIAMANTE CURVO INTEIRO MADEIRA GR 7016 FM MAD REFL CASTA DECK	31	DIAMANTE	2,0000	0,0000	0,0000	623,1360	08/04/2026	0,00	149,55	18,10	83,35	0,000000	131,8576	34,2970	134,6100	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	501786	BARRA ROSCADA M16 BANCO TWIN A (904694)	31	ITENS ESPECIAIS	3,0000	0,0000	0,0000	630,1672	08/04/2026	0,00	226,86	27,45	126,44	0,000000	107,7195	0,0000	1,2367	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66787	METALCO DO BRASIL LTDA	500453	BARRA ROSCADA M12X 140 (905128)	31	ITENS ESPECIAIS	1,0000	0,0000	1,0000	5,6384	09/03/2026	0,00	0,68	0,08	0,38	0,000000	1,2169	0,0000	0,9490	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66787	METALCO DO BRASIL LTDA	500492	BARRA ROSCADA M20 X 210 (904577)	31	ITENS ESPECIAIS	2,0000	0,0000	2,0000	5,7799	09/03/2026	0,00	1,39	0,17	0,77	0,000000	1,8684	0,0000	0,9490	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66787	METALCO DO BRASIL LTDA	500447	ESPACADOR ENCOSTO SARAH B (904485)	31	ITENS ESPECIAIS	2,0000	0,0000	2,0000	7,3085	09/03/2026	0,00	1,75	0,21	0,98	0,000000	3,3394	0,0000	0,2235	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66795	METALCO DO BRASIL LTDA	501399	CONJUNTO METALICO LIXEIRA SORRENTO	31	ITENS ESPECIAIS	25,0000	0,0000	25,0000	244,2000	23/03/2026	0,00	732,61	88,64	408,30	0,000000	45,2853	16,1200	55,5624	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66795	METALCO DO BRASIL LTDA	502105.0001	GUIA BICICLETARIO ORLA RECIFE GR 7016 FM	21	ITENS ESPECIAIS	60,0000	0,0000	60,0000	138,1054	23/03/2026	0,00	994,37	120,32	554,19	0,000000	99,8594	81,0900	16,2577	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	501488.0011	CONJUNTO METALICO CESTO E PORTA LIXEIRA QU GR 7016 FM	31	ITENS ESPECIAIS	20,0000	0,0000	0,0000	729,6035	08/04/2026	0,00	1751,07	211,88	975,92	0,000000	131,3366	164,1000	112,0058	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	501789	CHAPA JOGO XADREZ (904691)	31	ITENS ESPECIAIS	6,0000	0,0000	0,0000	458,8392	08/04/2026	0,00	330,37	39,97	184,12	0,000000	26,6362	210,5400	0,0000	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	501787	BARRA ROSCADA M20 BANCO TWIN A (904693)	31	ITENS ESPECIAIS	12,0000	0,0000	0,0000	43,6021	08/04/2026	0,00	62,79	7,60	34,99	0,000000	20,0193	0,0000	1,2367	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	501372.0001	CONJ. ESTRUTURA METALICA + ASSENTO GAIVOTA DUPLO MAD REFL CASTA DECK	31	ITENS ESPECIAIS	3,0000	0,0000	0,0000	3473,8921	08/04/2026	0,00	1250,62	151,32	697,00	0,000000	546,3835	664,1798	381,0296	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	501782	TUBO FERRAGEM BANCO TWIN (904689)	31	ITENS ESPECIAIS	5,0000	0,0000	0,0000	37,7536	08/04/2026	0,00	22,65	2,74	12,63	0,000000	18,2559	0,0000	0,1490	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	501407.0005	ASSENTO COM ENCOSTO MADEIRA DIAMANTE/SARAH GR 7016 FM MAD REFL CASTA D	31	ITENS ESPECIAIS	2,0000	0,0000	0,0000	707,2291	08/04/2026	0,00	169,74	20,54	94,60	0,000000	175,4667	59,1540	106,9993	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	501813.0001	CONJ. FERRAGEM OMP MESA PING PONG TABLE(904733) PR R9005 FOSC MICR	17	MESA	1,0000	0,0000	0,0000	1405,3951	08/04/2026	0,00	168,65	20,41	93,99	0,000000	327,4844	232,0000	121,0608	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66787	METALCO DO BRASIL LTDA	600168.0005	BICICLETARIO SPYRA 6 (100010) PRETO R9005	30	METALCO	1,0000	0,0000	1,0000	1062,5852	09/03/2026	0,00	127,51	15,43	71,07	0,000000	282,6306	120,0000	109,4106	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	501693.0006	ESTRUTURA BICICLETARIO SPYRA CL 6 + BARRA ROSCADA GR 7016 FM	30	METALCO	1,0000	0,0000	0,0000	793,5389	08/04/2026	0,00	95,23	11,52	53,07	0,000000	136,5645	156,1500	93,1864	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66787	METALCO DO BRASIL LTDA	501492.0003	BALIZADOR QUICK REMOVIVEL PR 9005 FM	26	QUICK	1,0000	0,0000	1,0000	481,8792	09/03/2026	0,00	57,83	7,00	32,23	0,000000	90,4468	49,2000	60,0055	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	501690.0001	SUPORTE BANCO NATURAL PUZZLE GR 7016 FM	31	OUTROS	6,0000	0,0000	0,0000	180,4361	08/04/2026	0,00	129,92	15,72	72,41	0,000000	30,8759	23,0000	33,0967	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66796	METALCO DO BRASIL LTDA	402182	ARRUELA APERTO UNIAO BANCO TWIN	31	OUTROS	6,0000	0,0000	0,0000	2,0710	08/04/2026	0,00	1,49	0,18	0,83	0,000000	0,8646	0,0000	0,1450	RS	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA	31/03/2014	OUTRAS INDUSTRIAS
26/02/2026	66782	OFFICE TIME MOVEIS DE ESCRITORIO LTDA	400103	BASE NYLON JD-509-NY (JD700 NY)	31	OUTROS	5,0000	0,0000	5,0000	136,5540	04/03/2026	0,00	81,93	9,91	45,66	0,000000	27,1856	0,0000	4,4975	RS	VENDEDOR INTERNO - 3	28/09/2021	REVENDA DE MÓVEIS CORPORATIVO
26/02/2026	66782	OFFICE TIME MOVEIS DE ESCRITORIO LTDA	400485	LAMINA 6,35MM FACE/KATE/TORINO P/ENC REG C/MECANISMO MLK- PR C/ CAPA	31	OUTROS	10,0000	0,0000	10,0000	65,9280	04/03/2026	0,00	79,11	9,57	44,09	0,000000	14,7271	5,3068	10,0897	RS	VENDEDOR INTERNO - 3	28/09/2021	REVENDA DE MÓVEIS CORPORATIVO
26/02/2026	66782	OFFICE TIME MOVEIS DE ESCRITORIO LTDA	400025	MECANISMO ERGOBACK TLM009L (SINCRON I)	31	OUTROS	6,0000	0,0000	6,0000	156,9360	04/03/2026	0,00	113,00	13,67	62,98	0,000000	57,5400	0,0000	0,0000	RS	VENDEDOR INTERNO - 3	28/09/2021	REVENDA DE MÓVEIS CORPORATIVO
27/02/2026	66799	COMAGIL MOVEIS LTDA	600418.0014	BANCO OBLIQUE B VD 6029 FM	21	OBLIQUE	2,0000	0,0000	0,0000	1524,9685	24/04/2026	0,00	371,35	44,93	206,97	0,000000	297,4365	214,1000	154,8773	PR	AGAVE MOVEIS E DECORACOES LTDA	27/02/2026	REVENDA DE MÓVEIS CORPORATIVO
27/02/2026	66799	COMAGIL MOVEIS LTDA	600418.0008	BANCO OBLIQUE B PR 9005 FM	21	OBLIQUE	4,0000	0,0000	0,0000	1524,9685	24/04/2026	0,00	742,70	89,87	413,93	0,000000	297,4365	214,1000	154,8773	PR	AGAVE MOVEIS E DECORACOES LTDA	27/02/2026	REVENDA DE MÓVEIS CORPORATIVO
27/02/2026	66799	COMAGIL MOVEIS LTDA	600080.0031	MESA HERBIE - 600 VD 6029 FM	17	HERBIE	1,0000	0,0000	0,0000	789,7222	24/04/2026	0,00	96,15	11,63	53,59	0,000000	114,8073	215,9350	179,9192	PR	AGAVE MOVEIS E DECORACOES LTDA	27/02/2026	REVENDA DE MÓVEIS CORPORATIVO
27/02/2026	66799	COMAGIL MOVEIS LTDA	600081.0029	LIXEIRA JOE BR 9010 FM VD 6029 FM	25	JOE	2,0000	0,0000	0,0000	1420,2595	24/04/2026	0,00	345,85	41,85	192,76	0,000000	116,9638	164,3062	301,5618	PR	AGAVE MOVEIS E DECORACOES LTDA	27/02/2026	REVENDA DE MÓVEIS CORPORATIVO
27/02/2026	66799	COMAGIL MOVEIS LTDA	401111.0058	MESA JOSEPH ACO BR 9010 FM TMP REDO BR 9010 FM	17	JOSEPH	1,0000	0,0000	0,0000	641,2799	24/04/2026	0,00	78,08	9,45	43,52	0,000000	116,3182	177,9900	43,4168	PR	AGAVE MOVEIS E DECORACOES LTDA	27/02/2026	REVENDA DE MÓVEIS CORPORATIVO
