Emissão	Nota	Cliente	Razão social	Item	Descrição	Valor unitário	Qtde. faturada	Valor total	Valor do frete	Despesas Acessórias	Desconto	ICMS	COFINS	PIS	Valor do ISSQN	Grupo de itens	Subgrupo de itens	Família de itens	Linha de itens - Descrição (Linha)	Custo MO	Preço de custo	Terceirizacao	Custo MP	Estado	Comissão	ICMS UF Destino	Data de emissão pedido	Grupo de clientes	Família de clientes	Cliente - Data de cadastro	Representante - Razão social (Representante)	Nota (Série)
06/04/2026	7546	1410	FRUKI BEBIDAS S.A.	500734.0001	CADEIRA BIRA PR 9005 FM MAD REFL CASTA DECK	966,4783	20,0000	19329,57	0,00	0,00	0,00	3392,82	1211,19	262,96	0,00	PRODUTOS EM MADEIRA	OUTROS	OUTROS	MOBILIARIO URBANO	0,0000	0,000000	0,0000	383,8715	RIO GRANDE DO SUL	0,00	0,00	27/01/2026	PRIVATE LABEL	REDE DE LOJAS DE VAREJO	12/02/2025	HUBB SERVICOS DE INSTALACOES E MONTAGENS LTDA	1
06/04/2026	7546	1410	FRUKI BEBIDAS S.A.	300217.0001	LIXEIRA DOHA SEM TAMPA C/PLACA VM 3005 FM CT BC VERNIZ ORGANICO	1671,5349	4,0000	6686,14	0,00	0,00	0,00	1136,64	421,76	91,57	0,00	PRODUTOS DE CONCRETO	LIXEIRA	DOHA	MOBILIARIO URBANO	137,5600	0,000000	0,0000	510,1612	RIO GRANDE DO SUL	0,00	0,00	27/01/2026	PRIVATE LABEL	REDE DE LOJAS DE VAREJO	12/02/2025	HUBB SERVICOS DE INSTALACOES E MONTAGENS LTDA	1
06/04/2026	7546	1410	FRUKI BEBIDAS S.A.	300128.0002	BANCO ONDA A CT BC VERNIZ	3366,4686	4,0000	13465,87	0,00	0,00	0,00	2289,20	849,43	184,42	0,00	PRODUTOS DE CONCRETO	BANCO	ONDA	MOBILIARIO URBANO	186,0900	0,000000	0,0000	1176,2316	RIO GRANDE DO SUL	0,00	0,00	27/01/2026	PRIVATE LABEL	REDE DE LOJAS DE VAREJO	12/02/2025	HUBB SERVICOS DE INSTALACOES E MONTAGENS LTDA	1
06/04/2026	7546	1410	FRUKI BEBIDAS S.A.	200063.0006	BANCO NOALE WA -1800 PR 9005 FM MAD REFL CASTA DECK	1669,5939	2,0000	3339,19	0,00	0,00	0,00	586,11	209,23	45,43	0,00	PRODUTOS EM MADEIRA	BANCO	NOALE	MOBILIARIO URBANO	0,0000	0,000000	0,0000	777,2000	RIO GRANDE DO SUL	0,00	0,00	27/01/2026	PRIVATE LABEL	REDE DE LOJAS DE VAREJO	12/02/2025	HUBB SERVICOS DE INSTALACOES E MONTAGENS LTDA	1
06/04/2026	7546	1410	FRUKI BEBIDAS S.A.	300129.0001	BANCO ONDA C CT BC VERNIZ	3336,3018	7,0000	23354,11	0,00	0,00	0,00	3970,20	1473,18	319,83	0,00	PRODUTOS DE CONCRETO	BANCO	ONDA	MOBILIARIO URBANO	185,3000	0,000000	0,0000	1258,5182	RIO GRANDE DO SUL	0,00	0,00	27/01/2026	PRIVATE LABEL	REDE DE LOJAS DE VAREJO	12/02/2025	HUBB SERVICOS DE INSTALACOES E MONTAGENS LTDA	1
08/04/2026	7549	900	ARCOS DORADOS URUGUAY S.A	400006.0002	CONJ MESA RETA C/BANCOS ESTRU PINTADA E FIBRA CELULOSICA	2291,8836	8,0000	18335,07	1612,62	600,13	0,00	0,00	0,00	0,00	0,00	PRODUTOS DE ACO	CONJUNTO MESA-ASSENTO	ARCOS DOURADOS	MOBILIARIO URBANO	0,0000	0,000000	0,0000	2456,6712	URUGUAI	0,00	0,00	10/02/2026	CONSUMIDOR FINAL	OUTROS CONSUM. FINAIS PESSOA J	16/09/2022	METALCO DO BRASIL LTDA	1
08/04/2026	7549	900	ARCOS DORADOS URUGUAY S.A	400002.0002	CONJ MESA QUADRADA/BANCOS ESTR PINTADA E FIBRA CELULOSICA	1713,7508	3,0000	5141,25	1050,87	168,28	0,00	0,00	0,00	0,00	0,00	PRODUTOS DE ACO	CONJUNTO MESA-ASSENTO	ARCOS DOURADOS	MOBILIARIO URBANO	0,0000	0,000000	0,0000	1964,2233	URUGUAI	0,00	0,00	10/02/2026	CONSUMIDOR FINAL	OUTROS CONSUM. FINAIS PESSOA J	16/09/2022	METALCO DO BRASIL LTDA	1
08/04/2026	7549	900	ARCOS DORADOS URUGUAY S.A	400005	LIXEIRA COM CHAPA PINTADA E FIBRA CELULOSICA	2544,8167	1,0000	2544,82	536,88	83,30	0,00	0,00	0,00	0,00	0,00	PRODUTOS DE ACO	LIXEIRA	ARCOS DOURADOS	MOBILIARIO URBANO	0,0000	0,000000	0,0000	2804,1100	URUGUAI	0,00	0,00	10/02/2026	CONSUMIDOR FINAL	OUTROS CONSUM. FINAIS PESSOA J	16/09/2022	METALCO DO BRASIL LTDA	1
08/04/2026	7552	1686	ASTUN DONZELLI PARTICIPACOES LTDA	200090.0004	BANCO COBRA C - R: 1,5M MR R8017 FOSC MICR MAD REFL CASTA DECK	2152,8620	6,0000	12917,17	0,00	0,00	0,00	1600,44	860,07	186,73	0,00	PRODUTOS EM MADEIRA	BANCO	COBRA	MOBILIARIO URBANO	0,0000	0,000000	0,0000	1148,9700	SAO PAULO	0,00	0,00	16/02/2026	ESPECIFICADOR	ARQUITETO/PAISAGISTA/ENGENHEIR	16/02/2026	ROGER CONTE MOBILIARIO CORPORATIVO	1
08/04/2026	7551	1694	COOP DE CRED POUPANCA E INVEST DAS REGIOES CENTRO DO CENTRO DO RS E MG	300010.0024	BANCO SARAH CT CZ VERNIZ	2400,6986	1,0000	2400,70	0,00	0,00	0,00	408,12	151,44	32,88	0,00	PRODUTOS DE CONCRETO	BANCO	SARAH	MOBILIARIO URBANO	208,2600	0,000000	0,0000	408,4009	RIO GRANDE DO SUL	0,00	0,00	06/03/2026	CONSUMIDOR FINAL	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES	02/03/2026	VENDEDOR INTERNO - 3	1
09/04/2026	7558	520	IMART COMERCIO DE EQUIPAMENTOS PARA VAREJO E ESCRITORIOS LTDA	300125.0001	BANCO STONE M CT CZ HIDROR	2555,9000	4,0000	10223,60	0,00	0,00	0,00	715,65	722,60	156,88	0,00	PRODUTOS DE CONCRETO	BANCO	STONE	MOBILIARIO URBANO	233,7400	0,000000	0,0000	861,2684	GOIAS	511,18	0,00	19/05/2025	REVENDA	REVENDA DE MÓVEIS CORPORATIVO	22/05/2020	O2 - ARQUITETURA E REPRESENTACOES LTDA	1
09/04/2026	7558	520	IMART COMERCIO DE EQUIPAMENTOS PARA VAREJO E ESCRITORIOS LTDA	300124.0001	BANCO STONE P	2128,9000	2,0000	4257,80	0,00	0,00	0,00	298,05	300,94	65,34	0,00	PRODUTOS DE CONCRETO	BANCO	STONE	MOBILIARIO URBANO	193,7300	0,000000	0,0000	491,8488	GOIAS	212,89	0,00	19/05/2025	REVENDA	REVENDA DE MÓVEIS CORPORATIVO	22/05/2020	O2 - ARQUITETURA E REPRESENTACOES LTDA	1
09/04/2026	7557	520	IMART COMERCIO DE EQUIPAMENTOS PARA VAREJO E ESCRITORIOS LTDA	100010.0027	BICICLETARIO SPYRA 6 VD R6018 FOSC MICR	1380,1975	1,0000	1380,20	0,00	0,00	0,00	96,61	97,55	21,18	0,00	PRODUTOS DE ACO	BICICLETARIO	SPYRA	MOBILIARIO URBANO	0,0000	0,000000	0,0000	848,5800	GOIAS	0,00	0,00	14/02/2026	REVENDA	REVENDA DE MÓVEIS CORPORATIVO	22/05/2020	O2 - ARQUITETURA E REPRESENTACOES LTDA	1
09/04/2026	7557	520	IMART COMERCIO DE EQUIPAMENTOS PARA VAREJO E ESCRITORIOS LTDA	300198.0002	FLOREIRA ONICE C CT CZ VERNIZ MR 8017 FM	4866,1415	4,0000	19464,57	0,00	0,00	0,00	1362,52	1375,76	298,68	0,00	PRODUTOS DE CONCRETO	FLOREIRA	ONICE	MOBILIARIO URBANO	335,1000	0,000000	0,0000	2495,3760	GOIAS	0,00	0,00	14/02/2026	REVENDA	REVENDA DE MÓVEIS CORPORATIVO	22/05/2020	O2 - ARQUITETURA E REPRESENTACOES LTDA	1
09/04/2026	7556	520	IMART COMERCIO DE EQUIPAMENTOS PARA VAREJO E ESCRITORIOS LTDA	500930.0001	BANCO MALY ESP PERSONALIZADO GIARDINO SANTA EMILIA CT CZ HIDROR GR 701	1020,9595	8,0000	8167,68	0,00	0,00	0,00	571,74	577,29	125,33	0,00	PRODUTOS DE CONCRETO	BANCO	MALY	MOBILIARIO URBANO	127,0750	0,000000	0,0000	511,7937	GOIAS	0,00	0,00	23/02/2026	REVENDA	REVENDA DE MÓVEIS CORPORATIVO	22/05/2020	O2 - ARQUITETURA E REPRESENTACOES LTDA	1
10/04/2026	7559	1674	3Z ALPHA EMPREENDIMENTOS IMOBILIARIOS LTDA.	100263.0008	MESA AIR CIRCLE - A PR 9005 FM MR 8017 FM	5525,4117	5,0000	27627,06	0,00	0,00	0,00	3481,01	1673,78	363,39	0,00	PRODUTOS DE ACO	CONJUNTO MESA-ASSENTO	AIR/PIC NIC	MOBILIARIO URBANO	0,0000	0,000000	0,0000	93,4375	SAO PAULO	138,13	2122,57	30/01/2026	CONSUMIDOR FINAL	CONSTRUTORAS/INCORPORADORAS	30/01/2026	VENDEDOR INTERNO - 5	1
10/04/2026	7559	1674	3Z ALPHA EMPREENDIMENTOS IMOBILIARIOS LTDA.	500922.0001	BANCO COBRA ESPECIAL RAIO EXTERNO 5,8M GR R7016 FOSC MICR MAD REFL CAS	14614,5193	3,0000	43843,56	0,00	0,00	0,00	5432,22	2919,26	633,79	0,00	PRODUTOS EM MADEIRA	BANCO	COBRA	MOBILIARIO URBANO	0,0000	0,000000	0,0000	31,6669	SAO PAULO	219,21	0,00	30/01/2026	CONSUMIDOR FINAL	CONSTRUTORAS/INCORPORADORAS	30/01/2026	VENDEDOR INTERNO - 5	1
10/04/2026	7559	1674	3Z ALPHA EMPREENDIMENTOS IMOBILIARIOS LTDA.	500925.0001	CJ BANCO ATOLLO GR R7016 FOSC MICR MAD REFL CASTA DECK	54213,4345	1,0000	54213,43	0,00	0,00	0,00	6717,04	3609,73	783,69	0,00	PRODUTOS EM MADEIRA	BANCO	ITENS ESPECIAIS	MOBILIARIO URBANO	0,0000	0,000000	0,0000	31,6669	SAO PAULO	271,06	0,00	30/01/2026	CONSUMIDOR FINAL	CONSTRUTORAS/INCORPORADORAS	30/01/2026	VENDEDOR INTERNO - 5	1
10/04/2026	7559	1674	3Z ALPHA EMPREENDIMENTOS IMOBILIARIOS LTDA.	100049.0006	GRADIL PERLA - Q 1140	3041,0791	10,0000	30410,79	0,00	0,00	0,00	3831,76	1842,44	400,00	0,00	PRODUTOS DE ACO	GRADIL	PERLA	MOBILIARIO URBANO	16,5700	0,000000	0,0000	506,0641	SAO PAULO	152,05	2336,44	30/01/2026	CONSUMIDOR FINAL	CONSTRUTORAS/INCORPORADORAS	30/01/2026	VENDEDOR INTERNO - 5	1
10/04/2026	7559	1674	3Z ALPHA EMPREENDIMENTOS IMOBILIARIOS LTDA.	100034.0059	LIXEIRA SPENCER MR R8017 FOSC MICR MR R8017 FOSC MICR	1477,9218	5,0000	7389,61	0,00	0,00	0,00	931,09	447,70	97,20	0,00	PRODUTOS DE ACO	LIXEIRA	SPENCER	MOBILIARIO URBANO	0,0000	0,000000	0,0000	670,0000	SAO PAULO	36,94	567,74	30/01/2026	CONSUMIDOR FINAL	CONSTRUTORAS/INCORPORADORAS	30/01/2026	VENDEDOR INTERNO - 5	1
10/04/2026	7559	1674	3Z ALPHA EMPREENDIMENTOS IMOBILIARIOS LTDA.	100016.0011	BANCO LIBRE POWER PT R9006 FOSC MICR PE FX PR R9005 FOSC MICR	4962,4314	4,0000	19849,73	0,00	0,00	0,00	2459,38	1321,67	286,94	0,00	PRODUTOS DE ACO	BANCO	LIBRE	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	SAO PAULO	99,24	0,00	30/01/2026	CONSUMIDOR FINAL	CONSTRUTORAS/INCORPORADORAS	30/01/2026	VENDEDOR INTERNO - 5	1
10/04/2026	7562	1057	LEGNA REPRESENTACAO COMERCIAL LTDA	300006.0019	BALIZADOR BOLA CT CZ HIDROR C/ FIX C/EMB	334,9780	4,0000	1339,91	0,00	0,00	0,00	93,79	94,71	20,56	0,00	PRODUTOS DE CONCRETO	BALIZADOR	BOLA	MOBILIARIO URBANO	49,5000	0,000000	0,0000	84,0169	PERNAMBUCO	0,00	0,00	02/03/2026	REVENDA	DISTRIBUIDOR AUTORIZADO BLACK	11/08/2023	LEGNA REPRESENTACAO COMERCIAL LTDA	1
10/04/2026	7561	1236	CONDOMINIO EDIFICIO ARON BIRMANN	200118.0001	ASSENTO ENCOSTO BANCO 2DWS (501537) MAD NOB CASTA DECK	2783,9164	1,0000	2783,92	0,00	0,00	0,00	344,93	185,36	40,24	0,00	PRODUTOS EM MADEIRA	BANCO	ONDA	MOBILIARIO URBANO	0,0000	0,000000	0,0000	921,9900	SAO PAULO	0,00	0,00	09/03/2026	CONSUMIDOR FINAL	CONDOMÍNIOS/ASSOCIAÇÕES/CLUBES	03/05/2024	METALCO DO BRASIL LTDA	1
13/04/2026	7563	520	IMART COMERCIO DE EQUIPAMENTOS PARA VAREJO E ESCRITORIOS LTDA	300198.0002	FLOREIRA ONICE C CT CZ VERNIZ MR 8017 FM	4866,1415	1,0000	4866,14	0,00	0,00	0,00	340,63	343,94	74,67	0,00	PRODUTOS DE CONCRETO	FLOREIRA	ONICE	MOBILIARIO URBANO	335,1000	0,000000	0,0000	2495,3760	GOIAS	0,00	0,00	14/02/2026	REVENDA	REVENDA DE MÓVEIS CORPORATIVO	22/05/2020	O2 - ARQUITETURA E REPRESENTACOES LTDA	1
15/04/2026	7570	1689	MARENE EMPREENDIMENTOS IMOBILIARIOS SPE LTDA.	100038.0016	BICICLETARIO GUARDIA GR 7016 FM	1167,0296	3,0000	3501,09	0,00	0,00	0,00	441,14	212,11	46,05	0,00	PRODUTOS DE ACO	BICICLETARIO	GUARDIA	MOBILIARIO URBANO	0,0000	0,000000	0,0000	372,8200	SAO PAULO	17,50	268,99	20/02/2026	CONSUMIDOR FINAL	CONSTRUTORAS/INCORPORADORAS	20/02/2026	VENDEDOR INTERNO - 5	1
15/04/2026	7570	1689	MARENE EMPREENDIMENTOS IMOBILIARIOS SPE LTDA.	300096.0006	BANCO VENEZIA 1900 MM CT CZ HIDROR	1382,5152	2,0000	2765,03	0,00	0,00	0,00	331,80	169,55	36,81	0,00	PRODUTOS DE CONCRETO	BANCO	VENEZIA	MOBILIARIO URBANO	206,8000	0,000000	0,0000	201,5304	SAO PAULO	13,82	202,32	20/02/2026	CONSUMIDOR FINAL	CONSTRUTORAS/INCORPORADORAS	20/02/2026	VENDEDOR INTERNO - 5	1
15/04/2026	7570	1689	MARENE EMPREENDIMENTOS IMOBILIARIOS SPE LTDA.	300147.0007	MESA AIR C CT CZ GR 7016 FM	7311,5240	2,0000	14623,05	0,00	0,00	0,00	1754,77	896,67	194,67	0,00	PRODUTOS DE CONCRETO	MESA	AIR/PIC NIC	MOBILIARIO URBANO	299,1800	0,000000	0,0000	687,1425	SAO PAULO	73,11	1069,98	20/02/2026	CONSUMIDOR FINAL	CONSTRUTORAS/INCORPORADORAS	20/02/2026	VENDEDOR INTERNO - 5	1
15/04/2026	7570	1689	MARENE EMPREENDIMENTOS IMOBILIARIOS SPE LTDA.	100018.0013	LIXEIRA BRAVO COLONIAL SIMPLES GR R7016 FOSC MICR GR 7016 FM CASTA DEC	1740,8424	2,0000	3481,68	0,00	0,00	0,00	438,69	210,94	45,80	0,00	PRODUTOS DE ACO	LIXEIRA	BRAVO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	480,1900	SAO PAULO	17,40	267,49	20/02/2026	CONSUMIDOR FINAL	CONSTRUTORAS/INCORPORADORAS	20/02/2026	VENDEDOR INTERNO - 5	1
15/04/2026	7570	1689	MARENE EMPREENDIMENTOS IMOBILIARIOS SPE LTDA.	300105.0007	BANCO VENEZIA B - ASSENTO SIMPLES CT CZ HIDROR MAD REFL CASTA DECK	2412,6696	1,0000	2412,67	0,00	0,00	0,00	289,52	147,94	32,12	0,00	PRODUTOS DE CONCRETO	BANCO	VENEZIA	MOBILIARIO URBANO	194,3000	0,000000	0,0000	393,1477	SAO PAULO	12,06	176,54	20/02/2026	CONSUMIDOR FINAL	CONSTRUTORAS/INCORPORADORAS	20/02/2026	VENDEDOR INTERNO - 5	1
15/04/2026	7569	800	PREFEITURA MUNICIPAL DE PRAIA GRANDE / SP	100193.0014	BEBEDOURO FLUENTE PET GR R7016 FOSC MICR C/FILTRO	4725,7142	1,0000	4725,71	0,00	0,00	0,00	595,44	286,31	62,16	0,00	PRODUTOS DE ACO	BEBEDOURO	FUENTE	MOBILIARIO URBANO	0,0000	0,000000	0,0000	1326,6000	SAO PAULO	0,00	363,07	13/03/2026	CONSUMIDOR FINAL	ORGAO PUBLICO MUNICIPAL	08/02/2022	METALCO DO BRASIL LTDA	1
15/04/2026	7569	800	PREFEITURA MUNICIPAL DE PRAIA GRANDE / SP	100011.0022	BEBEDOURO FUENTE GR R7016 FOSC MICR C/FILTRO	3533,3333	2,0000	7066,67	0,00	0,00	0,00	890,40	428,13	92,95	0,00	PRODUTOS DE ACO	BEBEDOURO	FUENTE	MOBILIARIO URBANO	0,0000	0,000000	0,0000	1389,9400	SAO PAULO	0,00	542,93	13/03/2026	CONSUMIDOR FINAL	ORGAO PUBLICO MUNICIPAL	08/02/2022	METALCO DO BRASIL LTDA	1
15/04/2026	7566	800	PREFEITURA MUNICIPAL DE PRAIA GRANDE / SP	100193.0014	BEBEDOURO FLUENTE PET GR R7016 FOSC MICR C/FILTRO	4725,7142	1,0000	4725,71	0,00	0,00	0,00	595,44	286,31	62,16	0,00	PRODUTOS DE ACO	BEBEDOURO	FUENTE	MOBILIARIO URBANO	0,0000	0,000000	0,0000	1326,6000	SAO PAULO	0,00	363,07	16/03/2026	CONSUMIDOR FINAL	ORGAO PUBLICO MUNICIPAL	08/02/2022	METALCO DO BRASIL LTDA	1
15/04/2026	7567	800	PREFEITURA MUNICIPAL DE PRAIA GRANDE / SP	100193.0014	BEBEDOURO FLUENTE PET GR R7016 FOSC MICR C/FILTRO	4725,7142	1,0000	4725,71	0,00	0,00	0,00	595,44	286,31	62,16	0,00	PRODUTOS DE ACO	BEBEDOURO	FUENTE	MOBILIARIO URBANO	0,0000	0,000000	0,0000	1326,6000	SAO PAULO	0,00	363,07	16/03/2026	CONSUMIDOR FINAL	ORGAO PUBLICO MUNICIPAL	08/02/2022	METALCO DO BRASIL LTDA	1
15/04/2026	7567	800	PREFEITURA MUNICIPAL DE PRAIA GRANDE / SP	100011.0022	BEBEDOURO FUENTE GR R7016 FOSC MICR C/FILTRO	3533,3333	1,0000	3533,33	0,00	0,00	0,00	445,20	214,07	46,48	0,00	PRODUTOS DE ACO	BEBEDOURO	FUENTE	MOBILIARIO URBANO	0,0000	0,000000	0,0000	1389,9400	SAO PAULO	0,00	271,46	16/03/2026	CONSUMIDOR FINAL	ORGAO PUBLICO MUNICIPAL	08/02/2022	METALCO DO BRASIL LTDA	1
15/04/2026	7568	1340	AV MOBILIARIOS CORPORATIVOS LTDA	100193.0014	BEBEDOURO FLUENTE PET GR R7016 FOSC MICR C/FILTRO	2223,4674	1,0000	2223,47	0,00	66,70	0,00	274,82	153,17	33,25	0,00	PRODUTOS DE ACO	BEBEDOURO	FUENTE	MOBILIARIO URBANO	0,0000	0,000000	0,0000	1326,6000	MINAS GERAIS	0,00	0,00	26/03/2026	REVENDA	DISTRIBUIDOR AUTORIZADO BLACK	23/09/2024	AV MOBILIARIOS CORPORATIVOS LTDA	1
