Data de emissão	Nota	Cliente	Razão Social	Item	Descrição	Valor unitário	Qtde. faturada	Valor total	Valor do frete	Despesas acessórias	Desconto	ICMS	COFINS	PIS	Valor do ISSQN	Grupo de itens	Subgrupo de itens	Família	Linha	Custo MO	Custo Revenda	Terceirizacao	Custo MP	Estado	Comissão	ICMS UF DEST	Data do Pedido	Grupo de clientes	Família de clientes	Data de cad. clie.	Representante - Razão social (Representante)
08/01/2026	94149	1222	IRB-BRASIL RESSEGUROS S.A.	200287.0554	CADEIRA ONLY MEDIA GIR CP CZ 1271 RELAX SLIM PP JD700 NY NY D50MM	643,0270	12,0000	7716,32	0,00	0,00	0,00	956,05	436,15	94,69	0,00	MOBILIARIO CORPORATIVO	CADEIRA	ONLY	CORPORATIVO	58,9340	0,000000	15,5000	223,4569	RIO DE JANEIRO	0,00	841,65	19/11/2025	CONSUMIDOR FINAL	OUTROS CONSUM. FINAIS PESSOA J	30/03/2015	MAIA MOVEIS DE ESCRITORIOS LTDA
08/01/2026	94149	1222	IRB-BRASIL RESSEGUROS S.A.	200287.0553	CADEIRA ONLY MEDIA GIR CP CZ 1271 RELAX SLIM PP JD700 NY NY D50MM	661,1660	2,0000	1322,33	0,00	0,00	0,00	163,84	74,74	16,23	0,00	MOBILIARIO CORPORATIVO	CADEIRA	ONLY	CORPORATIVO	60,9290	0,000000	15,5000	228,7539	RIO DE JANEIRO	0,00	144,23	19/11/2025	CONSUMIDOR FINAL	OUTROS CONSUM. FINAIS PESSOA J	30/03/2015	MAIA MOVEIS DE ESCRITORIOS LTDA
08/01/2026	94146	5734	METALCO DO BRASIL LTDA	600180.0001	BICICLETARIO SPYRA 3 (100023) VM R3000 FOSC MICR	582,1700	1,0000	582,17	0,00	0,00	0,00	69,86	38,94	8,45	0,00	MOBILIARIO URBANO	BICICLETARIO	METALCO	MOBILIARIO URBANO	63,3910	0,000000	41,0000	173,9049	RIO GRANDE DO SUL	0,00	0,00	13/11/2025	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
08/01/2026	94147	5734	METALCO DO BRASIL LTDA	600168.0001	BICICLETARIO SPYRA 6 (100010) VM R3000 FOSC MICR	1071,2600	1,0000	1071,26	0,00	0,00	0,00	128,55	71,65	15,55	0,00	MOBILIARIO URBANO	BICICLETARIO	METALCO	MOBILIARIO URBANO	109,4106	0,000000	120,0000	282,6306	RIO GRANDE DO SUL	0,00	0,00	08/12/2025	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
08/01/2026	94146	5734	METALCO DO BRASIL LTDA	600216.0010	LIXEIRA BOX WOOD 50 L (100189) GR 7016 FM MAD REFL CASTA DECK	1318,8300	2,0000	2637,66	0,00	0,00	0,00	316,52	176,41	38,30	0,00	MOBILIARIO URBANO	LIXEIRA	METALCO	MOBILIARIO URBANO	195,3868	0,000000	187,7530	260,3219	RIO GRANDE DO SUL	0,00	0,00	13/11/2025	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
08/01/2026	94145	5734	METALCO DO BRASIL LTDA	600216.0010	LIXEIRA BOX WOOD 50 L (100189) GR 7016 FM MAD REFL CASTA DECK	1318,8300	1,0000	1318,83	0,00	0,00	0,00	158,26	88,20	19,15	0,00	MOBILIARIO URBANO	LIXEIRA	METALCO	MOBILIARIO URBANO	195,3868	0,000000	187,7530	260,3219	RIO GRANDE DO SUL	0,00	0,00	13/11/2025	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
08/01/2026	79	4706	ORLA RIO CONCESSIONARIA LTDA.	ADM-0121	PRESTACAO DE SERVICO DE MONTAGEM -ISSQN	94000,0000	1,0000	94000,00	0,00	0,00	0,00	0,00	7144,00	1551,00	2820,00	SERVICO	SERVICO	SERVICO	SERVICO	0,0000	0,000000	0,0000	0,0000	RIO DE JANEIRO	0,00	0	06/01/2026	CONSUMIDOR FINAL	OUTROS CONSUM. FINAIS PESSOA J	10/05/2021	VENDEDOR INTERNO - 1
08/01/2026	94144	1173	A ZILIOTTO COMERCIO DE MOVEIS PARA ESCRITORIO LTDA	400629.0012	ENCOSTO WIRE WORKS C/ TELA E AP LOMBAR MALHA GROS TL PRETA C/AP LOM PR	229,5884	1,0000	229,59	0,00	0,00	0,00	27,55	15,36	3,33	0,00	OUTROS	OUTROS	WIRE WORKS	OUTROS	33,6547	0,000000	8,6624	52,9285	SANTA CATARINA	1,14	0,00	04/12/2025	PRIVATE LABEL	INDUSTRIA DE MÓVEIS CORPORATIV	16/02/2015	VENDEDOR INTERNO - 3
08/01/2026	94144	1173	A ZILIOTTO COMERCIO DE MOVEIS PARA ESCRITORIO LTDA	401113	APOIA BRACO REGULAVEL DIREITO SLIM PP	49,4564	2,0000	98,91	0,00	0,00	0,00	11,87	6,62	1,44	0,00	OUTROS	OUTROS	OUTROS	OUTROS	0,0000	0,000000	0,0000	15,9720	SANTA CATARINA	0,49	0,00	04/12/2025	PRIVATE LABEL	INDUSTRIA DE MÓVEIS CORPORATIV	16/02/2015	VENDEDOR INTERNO - 3
08/01/2026	94144	1173	A ZILIOTTO COMERCIO DE MOVEIS PARA ESCRITORIO LTDA	401114	APOIA BRACO REGULAVEL ESQUERDO SLIM PP	49,4564	2,0000	98,91	0,00	0,00	0,00	11,87	6,62	1,44	0,00	OUTROS	OUTROS	OUTROS	OUTROS	0,0000	0,000000	0,0000	15,9720	SANTA CATARINA	0,49	0,00	04/12/2025	PRIVATE LABEL	INDUSTRIA DE MÓVEIS CORPORATIV	16/02/2015	VENDEDOR INTERNO - 3
09/01/2026	94159	1950	R T YAMASHITA LTDA	200035.2229	CADEIRA WIRE WORKS S/AP CAB CROMADA ECON PP JD700 AL PU D50MM SN PR 50	792,7514	67,0000	53114,34	0,00	0,00	0,00	0,00	0,00	0,00	0,00	MOBILIARIO CORPORATIVO	CADEIRA	WIRE WORKS	CORPORATIVO	53,8537	0,000000	28,7949	440,8954	AMAZONAS	0,00	0,00	11/11/2025	REVENDA	DISTRIBUIDOR AUTORIZADO GOLD	16/08/2016	RICARDO TAKASHI YAMASHITA EPP
09/01/2026	94156	7105	SOFTCOM TECNOLOGIA LTDA	600428.0001	BANCO/MESA ZOID SE AM 1028 FM	4995,8785	1,0000	4995,88	0,00	0,00	0,00	361,08	352,24	76,47	0,00	MOBILIARIO URBANO	FLOREIRA	ZOID	MOBILIARIO URBANO	215,8574	0,000000	543,6550	1656,3540	PARAIBA	0,00	0,00	07/11/2025	CONSUMIDOR FINAL	OUTROS CONSUM. FINAIS PESSOA J	07/11/2025	D E H COMERCIO DE PERSIANAS LTDA
09/01/2026	94156	7105	SOFTCOM TECNOLOGIA LTDA	600429.0008	BANCO/MESA ZOID SF LL 4005 FM	2734,1537	2,0000	5468,31	0,00	0,00	0,00	395,22	385,55	83,71	0,00	MOBILIARIO URBANO	FLOREIRA	ZOID	MOBILIARIO URBANO	180,4584	0,000000	453,8162	701,1626	PARAIBA	0,00	0,00	07/11/2025	CONSUMIDOR FINAL	OUTROS CONSUM. FINAIS PESSOA J	07/11/2025	D E H COMERCIO DE PERSIANAS LTDA
09/01/2026	94156	7105	SOFTCOM TECNOLOGIA LTDA	600080.0025	MESA HERBIE 60 AM 1028 FM E-COAT	853,5247	2,0000	1707,05	0,00	0,00	0,00	123,38	120,36	26,13	0,00	MOBILIARIO CORPORATIVO	MESA	HERBIE	MOBILIARIO URBANO	179,9192	0,000000	215,9350	114,8073	PARAIBA	0,00	0,00	07/11/2025	CONSUMIDOR FINAL	OUTROS CONSUM. FINAIS PESSOA J	07/11/2025	D E H COMERCIO DE PERSIANAS LTDA
09/01/2026	94156	7105	SOFTCOM TECNOLOGIA LTDA	600080.0028	MESA HERBIE 60 LL 4005 FM E-COAT	853,5247	1,0000	853,52	0,00	0,00	0,00	61,69	60,18	13,07	0,00	MOBILIARIO CORPORATIVO	MESA	HERBIE	MOBILIARIO URBANO	179,9192	0,000000	215,9350	114,8073	PARAIBA	0,00	0,00	07/11/2025	CONSUMIDOR FINAL	OUTROS CONSUM. FINAIS PESSOA J	07/11/2025	D E H COMERCIO DE PERSIANAS LTDA
09/01/2026	94156	7105	SOFTCOM TECNOLOGIA LTDA	600428.0004	BANCO/MESA ZOID SE LA 2004 FM	4995,8785	1,0000	4995,88	0,00	0,00	0,00	361,08	352,24	76,47	0,00	MOBILIARIO URBANO	FLOREIRA	ZOID	MOBILIARIO URBANO	215,8574	0,000000	543,6550	1656,3540	PARAIBA	0,00	0,00	07/11/2025	CONSUMIDOR FINAL	OUTROS CONSUM. FINAIS PESSOA J	07/11/2025	D E H COMERCIO DE PERSIANAS LTDA
09/01/2026	94156	7105	SOFTCOM TECNOLOGIA LTDA	600428.0003	BANCO/MESA ZOID SE LL 4005 FM	4995,8785	1,0000	4995,88	0,00	0,00	0,00	361,08	352,24	76,47	0,00	MOBILIARIO URBANO	FLOREIRA	ZOID	MOBILIARIO URBANO	215,8574	0,000000	543,6550	1656,3540	PARAIBA	0,00	0,00	07/11/2025	CONSUMIDOR FINAL	OUTROS CONSUM. FINAIS PESSOA J	07/11/2025	D E H COMERCIO DE PERSIANAS LTDA
09/01/2026	94156	7105	SOFTCOM TECNOLOGIA LTDA	600428.0002	BANCO/MESA ZOID SE CZ 7001 FM	4995,8785	1,0000	4995,88	0,00	0,00	0,00	361,08	352,24	76,47	0,00	MOBILIARIO URBANO	FLOREIRA	ZOID	MOBILIARIO URBANO	215,8574	0,000000	543,6550	1656,3540	PARAIBA	0,00	0,00	07/11/2025	CONSUMIDOR FINAL	OUTROS CONSUM. FINAIS PESSOA J	07/11/2025	D E H COMERCIO DE PERSIANAS LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	501993	EXTRA VERNICIATURA RAL (905033)	5078,1500	1,0000	5078,15	0,00	0,00	0,00	609,39	339,63	73,73	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	501996	TOTEM( SUMMER E CIRCUIT) (905036)	8945,8000	2,0000	17891,60	0,00	0,00	0,00	2147,02	1196,59	259,79	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	501990	BEACH CLUB PUBLIC CONCRETO (905030)	129877,9200	1,0000	129877,92	0,00	0,00	0,00	15585,52	8686,22	1885,82	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	502011	POLTRONA LOFT BRANCA (905056)	1695,4700	14,0000	23736,58	0,00	0,00	0,00	2848,42	1587,50	344,65	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	1612,0125	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	501994	FLAT BENCH CONCRETO BRANCO (905034)	3727,5700	1,0000	3727,57	0,00	0,00	0,00	447,31	249,30	54,12	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	501998	COZINHA MODELO VENERE WF C (ELETRICO) (0063190) (905038)	36200,2900	1,0000	36200,29	0,00	0,00	0,00	4344,08	2421,07	525,63	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	501997	COZINHA MODELO VENERE WF CUCINA (GAS) (0063190) (905037)	36200,2900	1,0000	36200,29	0,00	0,00	0,00	4344,08	2421,07	525,63	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	501992	FULL TREE (905032)	135467,5600	1,0000	135467,56	0,00	0,00	0,00	16256,28	9060,06	1966,99	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	501991	MY LONGEVITY CIRCUIT (905031)	32348,8500	1,0000	32348,85	0,00	0,00	0,00	3881,90	2163,49	469,70	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	501995	TOTEM SENNA S (905035)	9576,8800	1,0000	9576,88	0,00	0,00	0,00	1149,24	640,50	139,06	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	502002	COZINHA MODELO DAFNE C 200 LARANJA (0063010) (905042)	26220,0100	1,0000	26220,01	0,00	0,00	0,00	3146,43	1753,59	380,71	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	502005	ARMARIO COZINHAS MOD DAFNE(0063040) (905045)	3709,0700	2,0000	7418,14	0,00	0,00	0,00	890,19	496,12	107,71	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	501989	HOOKS COPPIA (905029)	2533,3600	1,0000	2533,36	0,00	0,00	0,00	304,01	169,43	36,78	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	501988	FIX PUSH UPS (905028)	2576,8500	1,0000	2576,85	0,00	0,00	0,00	309,22	172,34	37,42	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	501987	BOX JUMP CONCRETO BRANCO (905027)	4433,3100	1,0000	4433,31	0,00	0,00	0,00	532,00	296,50	64,37	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	501986	SUMMER SPORT CIRCUIT (905026)	27073,1800	1,0000	27073,18	0,00	0,00	0,00	3248,82	1810,65	393,10	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	502004	GAZEBO VELA BRANCO (905044)	25290,4800	1,0000	25290,48	0,00	0,00	0,00	3034,89	1691,42	367,22	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	502003	COZINHA MODELO DAFNE C 200 CUCINA BRANCA (0063010) (905043)	26220,0100	1,0000	26220,01	0,00	0,00	0,00	3146,43	1753,59	380,71	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	502016	FLOREIRA MAX4 BRANCA (905061)	2069,3100	2,0000	4138,62	0,00	0,00	0,00	496,64	276,79	60,09	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	502015	FLOREIRA MAX1 BRANCA (905060)	2644,4900	2,0000	5288,98	0,00	0,00	0,00	634,68	353,73	76,80	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	502014	BANQUETA SWEEP BRANCA (905059)	949,8000	8,0000	7598,40	0,00	0,00	0,00	911,82	508,18	110,33	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	903,2100	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	502013	BLOCOS DE SAE 1045 FAVORIT (905058)	11991,5300	1,0000	11991,53	0,00	0,00	0,00	1439,00	801,99	174,12	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	502012	BAR CHET CURTO BRANCO (905057)	6301,8200	2,0000	12603,64	0,00	0,00	0,00	1512,45	842,93	183,00	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	502007	MESA MAD P/COZINHA DANFE 300 MOD APOLLO TAVOLO SNACK LEGNO (905047)	4308,3700	1,0000	4308,37	0,00	0,00	0,00	517,01	288,14	62,56	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	502006	BLOCO DE MADEIRA MACICA P/COZINHAS DAFNE C (0063090) (905046)	2200,4800	2,0000	4400,96	0,00	0,00	0,00	528,12	294,34	63,90	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94158	5734	METALCO DO BRASIL LTDA	501894	CHAPA FERRAGEM IBIRAPUERA 2	60,0900	36,0000	2163,24	0,00	0,00	0,00	259,59	144,68	31,41	0,00	OUTROS	OUTROS	ITENS ESPECIAIS	ESPECIAL	13,8750	0,000000	0,0000	14,7077	RIO GRANDE DO SUL	0,00	0,00	02/12/2025	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	502001	COZINHA MODELO DAFNE S 200 CUCINA (0063000) (905041)	27827,7800	1,0000	27827,78	0,00	0,00	0,00	3339,37	1861,12	404,06	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	502000	COZINHA MODELO DAFNE CF 300 CUCINA (0063030) (905040)	31958,1800	1,0000	31958,18	0,00	0,00	0,00	3835,02	2137,36	464,03	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94157	5734	METALCO DO BRASIL LTDA	501999	BAR CHET LONGO BRANCO (905039)	11790,5400	3,0000	35371,62	0,00	0,00	0,00	4244,64	2365,65	513,60	0,00	MOBILIARIO URBANO	MY EQUILIBRIA	METALCO	MOBILIARIO URBANO	0,0000	0,000000	0,0000	0,0000	RIO GRANDE DO SUL	0,00	0,00	19/04/2012	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94158	5734	METALCO DO BRASIL LTDA	501893	CHAPA FERRAGEM IBIRAPUERA 1	95,9800	36,0000	3455,28	0,00	0,00	0,00	414,64	231,09	50,17	0,00	OUTROS	OUTROS	ITENS ESPECIAIS	ESPECIAL	20,3625	0,000000	0,0000	25,2132	RIO GRANDE DO SUL	0,00	0,00	02/12/2025	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
09/01/2026	94155	5734	METALCO DO BRASIL LTDA	501435.0003	CONJUNTO METALICO ARO LIXEIRA DOHA GR 7016 FM	109,5600	18,0000	1972,08	0,00	0,00	0,00	236,65	131,89	28,63	0,00	OUTROS	OUTROS	ITENS ESPECIAIS	ESPECIAL	19,4229	0,000000	24,8150	9,0164	RIO GRANDE DO SUL	0,00	0,00	18/07/2025	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
12/01/2026	94168	5734	METALCO DO BRASIL LTDA	600217.0015	LIXEIRA BOX WOOD B 100 L (100190) GR 7016 FM MAD REFL IN UV GLAS	1752,8800	3,0000	5258,64	0,00	0,00	0,00	631,04	351,70	76,36	0,00	MOBILIARIO URBANO	LIXEIRA	METALCO	MOBILIARIO URBANO	194,8177	0,000000	344,7830	290,2376	RIO GRANDE DO SUL	0,00	0,00	19/11/2025	PRIVATE LABEL	OUTRAS INDUSTRIAS	31/03/2014	2F IND, COM, IMPORT, EXPORT E REPRESENTACOES LTDA
12/01/2026	94163	7038	VAI MAIS BG LTDA	600518.0002	MESA NOALE WC 1200 GR 7016 FM MAD REFL CASTA DECK	1439,0420	1,0000	1439,04	0,00	27,83	0,00	257,47	91,91	19,96	0,00	MOBILIARIO URBANO	MESA	NOALE	MOBILIARIO URBANO	115,9672	0,000000	173,8364	294,8883	RIO GRANDE DO SUL	0,00	0,00	12/11/2025	CONSUMIDOR FINAL	HOTÉIS/RESTAURANTES/CAFÉ	03/09/2025	ALMA ATIVIDADES EM ASSESSORIA E REPRESENTACAO COMERCIAL EIRELI
12/01/2026	94163	7038	VAI MAIS BG LTDA	600520.0001	BANCO NOALE 1210 WA GR 7016 FM MAD REFL CASTA DECK	1106,6660	2,0000	2213,33	0,00	42,81	0,00	396,01	141,37	30,69	0,00	MOBILIARIO URBANO	BANCO	NOALE	MOBILIARIO URBANO	103,5560	0,000000	88,0418	190,2002	RIO GRANDE DO SUL	0,00	0,00	12/11/2025	CONSUMIDOR FINAL	HOTÉIS/RESTAURANTES/CAFÉ	03/09/2025	ALMA ATIVIDADES EM ASSESSORIA E REPRESENTACAO COMERCIAL EIRELI
